,UID,Product,BioGro #,Licensee,Scope,Type,Variety,Certificate Valid Until,Available,Store #
3355,3355,2017 Charcoal Creek Riesling,5138,Peregrine Vineyards,Non-Primary,Processing,,29/02/2024,False,
3356,3356,2017 Pinot Noir,5138,Peregrine Vineyards,Non-Primary,Processing,,29/02/2024,False,
3357,3357,2019 Pinot Noir,5138,Peregrine Vineyards,Non-Primary,Processing,,29/02/2024,False,
3358,3358,2019 Pinnacle Club Pinot Noir,5138,Peregrine Vineyards,Non-Primary,Processing,,29/02/2024,False,
3359,3359,Production of certified organic wine,5138,Peregrine Vineyards,Non-Primary,Processing,Wine,29/02/2024,False,
3360,3360,Organic Wine,5138,Peregrine Vineyards,Non-Primary,Processing,,29/02/2024,False,
3361,3361,Pinot Noir,5138,Peregrine Vineyards,Primary,Viticulture,Pinot Noir,29/02/2024,False,
3362,3362,Chardonnay,5138,Peregrine Vineyards,Primary,Viticulture,Chardonnay,29/02/2024,False,
3363,3363,Pinot Gris,5138,Peregrine Vineyards,Primary,Viticulture,Pinot Gris,29/02/2024,False,
3364,3364,Sauvignon Blanc,5138,Peregrine Vineyards,Primary,Viticulture,Sauvignon Blanc,29/02/2024,False,
3365,3365,Pinot Noir,5138,Peregrine Vineyards,Primary,Viticulture,Pinot Noir,29/02/2024,False,
3366,3366,Riesling,5138,Peregrine Vineyards,Primary,Viticulture,Riesling,29/02/2024,False,
3367,3367,Pinot Gris,5138,Peregrine Vineyards,Primary,Viticulture,Pinot Gris,29/02/2024,False,
3368,3368,Riesling,5138,Peregrine Vineyards,Primary,Viticulture,Riesling,29/02/2024,False,
3369,3369,Sauvignon Blanc,5138,Peregrine Vineyards,Primary,Viticulture,Sauvignon Blanc,29/02/2024,False,
3370,3370,Pinot Noir,5138,Peregrine Vineyards,Primary,Viticulture,Pinot Noir,29/02/2024,False,
3371,3371,Pinot Noir,5138,Peregrine Vineyards,Primary,Viticulture,Pinot Noir,29/02/2024,False,
3372,3372,Syrah,5138,Peregrine Vineyards,Primary,Viticulture,Syrah,29/02/2024,False,
3373,3373,Pinot Gris,5138,Peregrine Vineyards,Primary,Viticulture,Pinot Gris,29/02/2024,False,
3374,3374,Pinot Gris,5138,Peregrine Vineyards,Primary,Viticulture,Pinot Gris,29/02/2024,False,
3375,3375,Olives,5140,Antipode Ltd,Primary,Orchard,,29/02/2024,False,
3376,3376,Wine Grapes,5140,Antipode Ltd,Primary,Viticulture,Sauvignon Blanc,29/02/2024,False,
3377,3377,Pinenuts,5140,Antipode Ltd,Primary,Orchard,,29/02/2024,False,
3378,3378,Wine Grapes,5140,Antipode Ltd,Primary,Viticulture,Pinot Noir,29/02/2024,False,
3379,3379,Walnuts,5140,Antipode Ltd,Primary,Orchard,,29/02/2024,False,
3380,3380,Production of certified organic wine,5141,Wither Hills Vineyards Ltd,Non-Primary,Processing,,29/02/2024,False,
3381,3381,2018 Wither Hills Cellar Collection Organic Sauvignon Blanc,5141,Wither Hills Vineyards Ltd,Non-Primary,Processing,,29/02/2024,False,
3382,3382,2022 Wither Hills Single Vineyard Ben Morven Chardonnay,5141,Wither Hills Vineyards Ltd,Non-Primary,Processing,,29/02/2024,False,
3383,3383,2021 Wither Hills Single Vineyard Ben Morven Chardonnay,5141,Wither Hills Vineyards Ltd,Non-Primary,Processing,,29/02/2024,False,
3384,3384,2023 Wither Hills Cellar Collection Organic Sauvignon Blanc,5141,Wither Hills Vineyards Ltd,Non-Primary,Processing,,29/02/2024,False,
3385,3385,2023 Wither Hills Single Vineyard Ben Morven Chardonnay,5141,Wither Hills Vineyards Ltd,Non-Primary,Processing,,29/02/2024,False,
3386,3386,Contract winemaking of certified organic wine,5141,Wither Hills Vineyards Ltd,Non-Primary,Contracted Operator,,29/02/2024,False,
3387,3387,2020 Wither Hills Single Vineyard Ben Morven Chardonnay,5141,Wither Hills Vineyards Ltd,Non-Primary,Processing,,29/02/2024,False,
3388,3388,Wine Grapes - Pinot Noir,5141,Wither Hills Vineyards Ltd,Primary,Viticulture,,29/02/2024,False,
3389,3389,Wine Grapes - Sauvignon Blanc,5141,Wither Hills Vineyards Ltd,Primary,Viticulture,,29/02/2024,False,
3390,3390,Wine Grapes - Pinot Noir,5141,Wither Hills Vineyards Ltd,Primary,Viticulture,,29/02/2024,False,
3391,3391,Wine Grapes - Chardonnay,5141,Wither Hills Vineyards Ltd,Primary,Viticulture,,29/02/2024,False,
3392,3392,Export of Organic Wine,5144,Murdoch Wines Limited,Non-Primary,Exporter,,29/02/2024,False,
3393,3393,2016 Coldstream Syrah,5144,Murdoch Wines Limited,Non-Primary,Processing,Syrah,29/02/2024,False,
3394,3394,2016 PAX,5144,Murdoch Wines Limited,Non-Primary,Processing,,29/02/2024,False,
3395,3395,2014 Syrah,5144,Murdoch Wines Limited,Non-Primary,Processing,Syrah,29/02/2024,False,
3396,3396,2018 Merlot / Malbec,5144,Murdoch Wines Limited,Non-Primary,Processing,Blend,29/02/2024,False,
3397,3397,2019 Invictus Cabernet Franc,5144,Murdoch Wines Limited,Non-Primary,Processing,Cabernet Franc,29/02/2024,False,
3398,3398,2019 Merlot / Malbec,5144,Murdoch Wines Limited,Non-Primary,Processing,Blend,29/02/2024,False,
3399,3399,2020 Coldstream Syrah,5144,Murdoch Wines Limited,Non-Primary,Processing,Syrah,29/02/2024,False,
3400,3400,2021 Reserve Merlot/Malbec,5144,Murdoch Wines Limited,Non-Primary,Processing,Blend,29/02/2024,False,
3401,3401,2019 Reserve Malbec / Merlot,5144,Murdoch Wines Limited,Non-Primary,Processing,Blend,29/02/2024,False,
3402,3402,2012 Cabernet Sauvignon / Merlot,5144,Murdoch Wines Limited,Non-Primary,Processing,,29/02/2024,False,
3403,3403,2013 The Guardsman,5144,Murdoch Wines Limited,Non-Primary,Processing,,29/02/2024,False,
3404,3404,2013 Estate Syrah,5144,Murdoch Wines Limited,Non-Primary,Processing,Syrah,29/02/2024,False,
3405,3405,2014 The Guardsman,5144,Murdoch Wines Limited,Non-Primary,Processing,,29/02/2024,False,
3406,3406,2014 Coldstream Syrah,5144,Murdoch Wines Limited,Non-Primary,Processing,Syrah,29/02/2024,False,
3407,3407,2014 Cabernet Sauvignon / Merlot,5144,Murdoch Wines Limited,Non-Primary,Processing,Blend,29/02/2024,False,
3408,3408,2014 Estate Syrah,5144,Murdoch Wines Limited,Non-Primary,Processing,Syrah,29/02/2024,False,
3409,3409,2015 Syrah,5144,Murdoch Wines Limited,Non-Primary,Processing,Syrah,29/02/2024,False,
3410,3410,2015 Invictus Cabernet Franc,5144,Murdoch Wines Limited,Non-Primary,Processing,Cabernet Franc,29/02/2024,False,
3411,3411,2021 Merlot/Malbec,5144,Murdoch Wines Limited,Non-Primary,Processing,Blend,29/02/2024,False,
3412,3412,2021 Invictus,5144,Murdoch Wines Limited,Non-Primary,Processing,,29/02/2024,False,
3413,3413,2010 Merlot / Malbec,5144,Murdoch Wines Limited,Non-Primary,Processing,,29/02/2024,False,
3414,3414,2011 Cabernet Sauvignon / Merlot,5144,Murdoch Wines Limited,Non-Primary,Processing,,29/02/2024,False,
3415,3415,2013 PAX,5144,Murdoch Wines Limited,Non-Primary,Processing,,29/02/2024,False,
3416,3416,Production of organic wines,5144,Murdoch Wines Limited,Non-Primary,Processing,,29/02/2024,False,
3417,3417,2015 PAX,5144,Murdoch Wines Limited,Non-Primary,Processing,,29/02/2024,False,
3418,3418,2015 Merlot/Malbec,5144,Murdoch Wines Limited,Non-Primary,Processing,Blend,29/02/2024,False,
3419,3419,2016 Invictus Cabernet Franc,5144,Murdoch Wines Limited,Non-Primary,Processing,Cabernet Franc,29/02/2024,False,
3420,3420,2020 Syrah,5144,Murdoch Wines Limited,Non-Primary,Processing,Syrah,29/02/2024,False,
3421,3421,2020 Sauvignon Blanc,5144,Murdoch Wines Limited,Non-Primary,Processing,Sauvignon Blanc,29/02/2024,False,
3422,3422,2021 Cabernet Franc,5144,Murdoch Wines Limited,Non-Primary,Processing,Cabernet Franc,29/02/2024,False,
3423,3423,2018 Reserve Merlot / Malbec,5144,Murdoch Wines Limited,Non-Primary,Processing,Blend,29/02/2024,False,
3424,3424,2010 The Guardsman,5144,Murdoch Wines Limited,Non-Primary,Processing,,29/02/2024,False,
3425,3425,2010 Syrah,5144,Murdoch Wines Limited,Non-Primary,Processing,,29/02/2024,False,
3426,3426,2012 The Guardsman,5144,Murdoch Wines Limited,Non-Primary,Processing,,29/02/2024,False,
3427,3427,2012 PAX,5144,Murdoch Wines Limited,Non-Primary,Processing,,29/02/2024,False,
3428,3428,Organic Wine,5144,Murdoch Wines Limited,Non-Primary,Processing,,29/02/2024,False,
3429,3429,2014 PAX,5144,Murdoch Wines Limited,Non-Primary,Processing,,29/02/2024,False,
3430,3430,2015 The Guardsman,5144,Murdoch Wines Limited,Non-Primary,Processing,,29/02/2024,False,
3431,3431,2016 Merlot/Malbec,5144,Murdoch Wines Limited,Non-Primary,Processing,Blend,29/02/2024,False,
3432,3432,2016 Syrah,5144,Murdoch Wines Limited,Non-Primary,Processing,Syrah,29/02/2024,False,
3433,3433,2017 Syrah,5144,Murdoch Wines Limited,Non-Primary,Processing,Syrah,29/02/2024,False,
3434,3434,2011 The Guardsman,5144,Murdoch Wines Limited,Non-Primary,Processing,,29/02/2024,False,
3435,3435,2011 PAX,5144,Murdoch Wines Limited,Non-Primary,Processing,,29/02/2024,False,
3436,3436,2012 Merlot / Malbec,5144,Murdoch Wines Limited,Non-Primary,Processing,,29/02/2024,False,
3437,3437,Malbec,5144,Murdoch Wines Limited,Primary,Viticulture,,28/02/2024,False,
3438,3438,Cabernet Franc,5144,Murdoch Wines Limited,Primary,Viticulture,,28/02/2024,False,
3439,3439,Syrah,5144,Murdoch Wines Limited,Primary,Viticulture,,28/02/2024,False,
