,UID,Product,BioGro #,Licensee,Scope,Type,Variety,Certificate Valid Until,Available,Store #
1109,1109,Kiwifruit - Waihi,2821,Whitehall Fruit Packers Ltd,Primary,Orchard,Hayward,29/02/2024,False,
1110,1110,"Kiwifruit - Pukekauri 2 - D,F,G",2821,Whitehall Fruit Packers Ltd,Primary,Orchard,Hayward,29/02/2024,False,
1111,1111,Kiwifruit,2821,Whitehall Fruit Packers Ltd,Primary,Orchard,Hayward,29/02/2024,False,
1112,1112,Kiwifruit,2821,Whitehall Fruit Packers Ltd,Primary,Orchard,Hayward,29/02/2024,False,
1113,1113,Kiwifruit,2821,Whitehall Fruit Packers Ltd,Primary,Orchard,Hayward,29/02/2024,False,
1114,1114,Kiwifruit - A,2821,Whitehall Fruit Packers Ltd,Primary,Orchard,G3,29/02/2024,False,
1115,1115,"Kiwifruit - 1,2,5,6,7",2821,Whitehall Fruit Packers Ltd,Primary,Orchard,Hayward,29/02/2024,False,
1116,1116,Kiwifruit,2821,Whitehall Fruit Packers Ltd,Primary,Orchard,Hayward,29/02/2024,False,
1117,1117,Kiwifruit,2821,Whitehall Fruit Packers Ltd,Primary,Orchard,Hayward,29/02/2024,False,
1118,1118,Kiwifruit,2821,Whitehall Fruit Packers Ltd,Primary,Orchard,Hayward,29/02/2024,False,
1119,1119,Kiwifruit,2821,Whitehall Fruit Packers Ltd,Primary,Orchard,G3,29/02/2024,False,
1120,1120,"Kiwifruit - 1,2,5A",2821,Whitehall Fruit Packers Ltd,Primary,Orchard,Hayward,29/02/2024,False,
1121,1121,"Kiwifruit - 3,4,5",2821,Whitehall Fruit Packers Ltd,Primary,Orchard,G3,29/02/2024,False,
1122,1122,Kiwifruit,2821,Whitehall Fruit Packers Ltd,Primary,Orchard,Hayward,29/02/2024,False,
1123,1123,Kiwifruit,2821,Whitehall Fruit Packers Ltd,Primary,Orchard,Hayward,29/02/2024,False,
1124,1124,Kiwifruit,2821,Whitehall Fruit Packers Ltd,Primary,Orchard,G3,29/02/2024,False,
1125,1125,Kiwifruit - Te Kawa 3,2821,Whitehall Fruit Packers Ltd,Primary,Orchard,Hayward,29/02/2024,False,
1126,1126,Kiwifruit - Rickett,2821,Whitehall Fruit Packers Ltd,Primary,Orchard,Hayward,29/02/2024,False,
1127,1127,"Kiwifruit - Block G,H",2821,Whitehall Fruit Packers Ltd,Primary,Orchard,Hayward,29/02/2024,False,
1128,1128,Kiwifruit - Waihi,2821,Whitehall Fruit Packers Ltd,Primary,Orchard,G3,29/02/2024,False,
1129,1129,"Kiwifruit - Pukekauri 1 - A,B,C",2821,Whitehall Fruit Packers Ltd,Primary,Orchard,Hayward,29/02/2024,False,
1130,1130,Kiwifruit,2821,Whitehall Fruit Packers Ltd,Primary,Orchard,Hayward,29/02/2024,False,
1131,1131,Kiwifruit,2821,Whitehall Fruit Packers Ltd,Primary,Orchard,Hayward,29/02/2024,False,
1132,1132,Kiwifruit,2821,Whitehall Fruit Packers Ltd,Primary,Orchard,Hayward,29/02/2024,False,
1133,1133,Kiwifruit,2821,Whitehall Fruit Packers Ltd,Primary,Orchard,Hayward,29/02/2024,False,
1134,1134,Kiwifruit,2821,Whitehall Fruit Packers Ltd,Primary,Orchard,Hayward,29/02/2024,False,
1135,1135,Kiwifruit,2821,Whitehall Fruit Packers Ltd,Primary,Orchard,Hayward,29/02/2024,False,
1136,1136,Kiwifruit,2821,Whitehall Fruit Packers Ltd,Primary,Orchard,Hayward,29/02/2024,False,
1137,1137,Avocados - Fuerte,2855,Pear Tree Cottage,Primary,Orchard,,31/08/2023,False,
1138,1138,Pasture,2855,Pear Tree Cottage,Primary,Pasture,,31/08/2023,False,
1139,1139,Vegetables,2855,Pear Tree Cottage,Primary,Cropping,,31/08/2023,False,
1140,1140,Fruit,2855,Pear Tree Cottage,Primary,Orchard,,31/08/2023,False,
1141,1141,Avocados - Hass,2855,Pear Tree Cottage,Primary,Orchard,Hass,31/08/2023,False,
1142,1142,Coolstorage for BioGro certified Kiwifruit and Avocados,2878,Seeka Limited,Non-Primary,Service,,29/02/2024,False,
1143,1143,Coolstorage for BioGro certified Kiwifruit,2878,Seeka Limited,Non-Primary,Service,,29/02/2024,False,
1144,1144,"Harvesting, Transport, Packing and Coolstorage of BioGro certified Kiwifruit and Avocados",2878,Seeka Limited,Non-Primary,Packing Service,,29/02/2024,False,
1145,1145,"Harvesting, Transport, Packing and Coolstorage of BioGro certified Kiwifruit and Avocados",2878,Seeka Limited,Non-Primary,Packing Service,,29/02/2024,False,
1146,1146,Exporting BioGro certified Kiwifruit and Avocados,2878,Seeka Limited,Non-Primary,Exporter,,29/02/2024,False,
1147,1147,Mixed Fruit and Vegetables,2878,Seeka Limited,Primary,Orchard,,29/02/2024,False,
1148,1148,Kiwifruit,2878,Seeka Limited,Primary,Orchard,Hayward,29/02/2024,False,
1149,1149,Avocados,2878,Seeka Limited,Primary,Orchard,Hass,29/02/2024,False,
1150,1150,Apples,2878,Seeka Limited,Primary,Orchard,,29/02/2024,False,
1151,1151,Kiwifruit - Blocks 14-20,2878,Seeka Limited,Primary,Orchard,G3,29/02/2024,False,
1152,1152,"Kiwifruit - Blocks 11,12,13",2878,Seeka Limited,Primary,Orchard,Hayward,29/02/2024,False,
1153,1153,Kiwifruit - Blocks G1-G7,2878,Seeka Limited,Primary,Orchard,G3,29/02/2024,False,
1154,1154,Kiwifruit,2878,Seeka Limited,Primary,Orchard,Hayward,29/02/2024,False,
1155,1155,Kiwifruit,2878,Seeka Limited,Primary,Orchard,Hayward,29/02/2024,False,
1156,1156,Feijoas,2878,Seeka Limited,Primary,Orchard,,29/02/2024,False,
1157,1157,Kiwifruit,2878,Seeka Limited,Primary,Orchard,Hayward,29/02/2024,False,
1158,1158,Kiwifruit - Blocks 1-3,2878,Seeka Limited,Primary,Orchard,Hayward,29/02/2024,False,
1159,1159,Kiwifruit,2878,Seeka Limited,Primary,Orchard,G3,05/01/2024,False,
1160,1160,Kiwifruit,2878,Seeka Limited,Primary,Orchard,Hayward,29/02/2024,False,
1161,1161,Kiwifruit,2878,Seeka Limited,Primary,Orchard,Hayward,29/02/2024,False,
1162,1162,Kiwifruit,2878,Seeka Limited,Primary,Orchard,Hayward,29/02/2024,False,
1163,1163,Kiwifruit,2878,Seeka Limited,Primary,Orchard,Hayward,29/02/2024,False,
1164,1164,Kiwifruit,2878,Seeka Limited,Primary,Orchard,G3,29/02/2024,False,
1165,1165,Kiwifruit,2878,Seeka Limited,Primary,Orchard,Hayward,29/02/2024,False,
1166,1166,"Kiwifruit - Blocks 3,4",2878,Seeka Limited,Primary,Orchard,Hayward,29/02/2024,False,
1167,1167,Kiwifruit,2878,Seeka Limited,Primary,Orchard,Hayward,29/02/2024,False,
1168,1168,Kiwifruit,2878,Seeka Limited,Primary,Orchard,Hayward,29/02/2024,False,
1169,1169,"Kiwifruit - Block 15,16A,16B",2878,Seeka Limited,Primary,Orchard,G3,29/02/2024,False,
1170,1170,Kiwifruit,2878,Seeka Limited,Primary,Orchard,G3,29/02/2024,False,
1171,1171,Kiwifruit,2878,Seeka Limited,Primary,Orchard,Hayward,29/02/2024,False,
1172,1172,Kiwifruit,2878,Seeka Limited,Primary,Orchard,G3,29/02/2024,False,
1173,1173,"Apples: Granny Smith, Freyberg, NZ Queen, Sunrise",2935,Jon and Tania Wichers,Primary,Orchard,,30/06/2023,False,
1174,1174,"Citrus fruit: Navel Orange, Mandarins, Lemonade",2935,Jon and Tania Wichers,Primary,Orchard,,30/06/2023,False,
1175,1175,"Vegetables: Asparagus, Aubergines, Beans, Beetroot, Broccoli, Green Cabbage, Red Cabbage, Cauliflower, Cucumbers, Cavolo nero, Collard Greens, Coriander",2935,Jon and Tania Wichers,Primary,Cropping,,30/06/2023,False,
1176,1176,Kiwifruit,2935,Jon and Tania Wichers,Primary,Orchard,Hayward,30/06/2023,False,
1177,1177,Eggs - Early bird,2935,Jon and Tania Wichers,Primary,Livestock,,30/06/2023,False,
1178,1178,Grazing,2935,Jon and Tania Wichers,Primary,Pasture,,30/06/2023,False,
1179,1179,"Vegetables: Kale, Kamokamo, Leek, Lettuce, Fennel, Garlic, Gherkins, Pak Choi, Pumpkins, Potatoes, Red onions, Spring onion, Snow Peas, Silver Beet, Tomatoes, Zucchini",2935,Jon and Tania Wichers,Primary,Cropping,,30/06/2023,False,
1180,1180,Microgreens,2935,Jon and Tania Wichers,Primary,Cropping,,30/06/2023,False,
1181,1181,Nashi,2935,Jon and Tania Wichers,Primary,Orchard,Nashi,30/06/2023,False,
1182,1182,"Stonefruit: Plums, Apricots, Peaches, Nectarines, Cherries",2935,Jon and Tania Wichers,Primary,Orchard,,30/06/2023,False,
1183,1183,Kiwifruit,3521,Archie Lowes,Primary,Orchard,Hayward,29/02/2024,False,
1184,1184,Organic Tofu (Natural),3566,Chalmers Organics Limited,Non-Primary,Processing,,31/08/2023,False,
1185,1185,Organic Tempeh,3566,Chalmers Organics Limited,Non-Primary,Processing,,31/08/2023,False,
1186,1186,Vegan Sausages Italian Herb,3566,Chalmers Organics Limited,Non-Primary,Processing,,31/08/2023,False,
1187,1187,Black Rice Tempeh with Organic Flax Seeds,3566,Chalmers Organics Limited,Non-Primary,Processing,,31/08/2023,False,
1188,1188,Vegan Sausages Sage & Onion,3566,Chalmers Organics Limited,Non-Primary,Processing,,31/08/2023,False,
1189,1189,Vegan Sausages Chilli & Garlic,3566,Chalmers Organics Limited,Non-Primary,Processing,,31/08/2023,False,
1190,1190,Organic Tofu (Firm),3566,Chalmers Organics Limited,Non-Primary,Processing,,31/08/2023,False,
1191,1191,Processing of TONZU certified organic products,3566,Chalmers Organics Limited,Non-Primary,Processing,,31/08/2023,False,
1192,1192,Walnuts,3575,John's Really Truly Organics,Primary,Orchard,,31/05/2023,False,
1193,1193,Figs,3575,John's Really Truly Organics,Primary,Orchard,,31/05/2023,False,
1194,1194,"Vegetables - Beans, Spinach, Leeks, Parsnip, Silver Beet, Sweet Corn, Pumpkins",3575,John's Really Truly Organics,Primary,Cropping,,31/05/2023,False,
1195,1195,Sheep,3575,John's Really Truly Organics,Primary,Livestock,,31/05/2023,False,
1196,1196,Feijoas,3575,John's Really Truly Organics,Primary,Orchard,,31/05/2023,False,
1197,1197,Pasture,3575,John's Really Truly Organics,Primary,Pasture,,31/05/2023,False,
1198,1198,Plums,3575,John's Really Truly Organics,Primary,Orchard,,31/05/2023,False,
1199,1199,Citrus - Lemons,3575,John's Really Truly Organics,Primary,Orchard,,31/05/2023,False,
1200,1200,Citrus - Limes,3575,John's Really Truly Organics,Primary,Orchard,,31/05/2023,False,
1201,1201,Apples,3575,John's Really Truly Organics,Primary,Orchard,,31/05/2023,False,
1202,1202,Peas,3575,John's Really Truly Organics,Primary,Cropping,,31/05/2023,False,
1203,1203,Sunflower,3575,John's Really Truly Organics,Primary,Cropping,,31/05/2023,False,
1204,1204,Grain Crops,3575,John's Really Truly Organics,Primary,Cropping,,31/05/2023,False,
1205,1205,Pears,3575,John's Really Truly Organics,Primary,Orchard,,31/05/2023,False,
1206,1206,Nectarines,3575,John's Really Truly Organics,Primary,Orchard,,31/05/2023,False,
1207,1207,"Blackberries, Red Currants, Black Currants",3575,John's Really Truly Organics,Primary,Orchard,,31/05/2023,False,
1208,1208,Herbs,3575,John's Really Truly Organics,Primary,Cropping,,31/05/2023,False,
1209,1209,Contract Packing of Organic Honey for Niue Honey,3617,Niue Honey Company NZ Ltd,Non-Primary,Processing,,31/07/2025,False,
1210,1210,Beeswax,3617,Niue Honey Company NZ Ltd,Primary,Apiary,,31/07/2023,False,
1211,1211,Raw Propolis,3617,Niue Honey Company NZ Ltd,Primary,Apiary,,31/07/2023,False,
1212,1212,Honey,3617,Niue Honey Company NZ Ltd,Primary,Apiary,,31/07/2023,False,
1213,1213,Retail of Certified Organic Product and Produce,3643,I E Produce Limited,Non-Primary,Processing,,30/09/2023,False,
1214,1214,Kiwifruit,3673,Mac Campbell,Primary,Orchard,Hayward,29/02/2024,False,
1215,1215,Pasture,3673,Mac Campbell,Primary,Pasture,,29/02/2024,False,
1216,1216,Kiwifruit,3674,Don Campbell,Primary,Orchard,Hayward,29/02/2024,False,
1217,1217,Cattle,3700,Robinson and James Partnership,Primary,Livestock,,31/10/2023,False,
1218,1218,Sheep,3700,Robinson and James Partnership,Primary,Livestock,,31/10/2023,False,
1219,1219,Hay,3700,Robinson and James Partnership,Primary,Pasture,,31/10/2023,False,
1220,1220,Pasture,3700,Robinson and James Partnership,Primary,Pasture,,31/10/2023,False,
1221,1221,Wool,3700,Robinson and James Partnership,Primary,Livestock,,31/10/2023,False,
1222,1222,Kiwifruit,3714,Jury Family Trust,Primary,Orchard,Hayward,29/02/2024,False,
1223,1223,Apples,3766,Pattissiere Regal TA Applejack Orchard,Primary,Orchard,Braeburn,29/02/2024,False,
1224,1224,Apples,3766,Pattissiere Regal TA Applejack Orchard,Primary,Orchard,NZ Rose,29/02/2024,False,
1225,1225,Apples,3766,Pattissiere Regal TA Applejack Orchard,Primary,Orchard,Royal Gala,29/02/2024,False,
1226,1226,Apples,3766,Pattissiere Regal TA Applejack Orchard,Primary,Orchard,Fuji,29/02/2024,False,
1227,1227,"Packing and Cool Storage of BioGro Certified Pipfruit, Apricots and Cherries",3902,Chris Denniston,Non-Primary,Packing Service,,31/10/2023,False,
1228,1228,Apples,3902,Chris Denniston,Primary,Orchard,Braeburn,31/10/2023,False,
1229,1229,Apples,3902,Chris Denniston,Primary,Orchard,Jazz,31/10/2023,False,
1230,1230,Cherries (Block 1),3902,Chris Denniston,Primary,Orchard,Bing,31/10/2023,False,
1231,1231,Apples,3902,Chris Denniston,Primary,Orchard,Jazz,31/10/2023,False,
1232,1232,Cherries,3902,Chris Denniston,Primary,Orchard,Lapin,31/10/2023,False,
1233,1233,Apples,3902,Chris Denniston,Primary,Orchard,Royal Gala,31/10/2023,False,
1234,1234,Cherries,3902,Chris Denniston,Primary,Orchard,Stella,31/10/2023,False,
1235,1235,Apples,3902,Chris Denniston,Primary,Orchard,Fuji,31/10/2023,False,
1236,1236,Apples,3902,Chris Denniston,Primary,Orchard,NZ Rose,31/10/2023,False,
1237,1237,Cherries (Block 1),3902,Chris Denniston,Primary,Orchard,Rainer,31/10/2023,False,
1238,1238,Apples,3902,Chris Denniston,Primary,Orchard,Sunrise,31/10/2023,False,
1239,1239,Cherries (Block 3),3902,Chris Denniston,Primary,Orchard,Stella,31/10/2023,False,
1240,1240,Apples,3902,Chris Denniston,Primary,Orchard,NZ Queen,31/10/2023,False,
1241,1241,Apples,3902,Chris Denniston,Primary,Orchard,Royal Gala (Galaxy),31/10/2023,False,
1242,1242,Apples,3902,Chris Denniston,Primary,Orchard,Jazz,31/10/2023,False,
1243,1243,Cherries,3902,Chris Denniston,Primary,Orchard,Sweetheart,31/10/2023,False,
1244,1244,Apples - Block 2,3902,Chris Denniston,Primary,Orchard,Lady in Red,31/10/2023,False,
1245,1245,Apples - Block 15,3902,Chris Denniston,Primary,Orchard,Fuji,31/10/2023,False,
1246,1246,Apples - Block 17,3902,Chris Denniston,Primary,Orchard,Lady in Red,31/10/2023,False,
1247,1247,Apples - Block 13,3902,Chris Denniston,Primary,Orchard,Honey Crisp,31/10/2023,False,
1248,1248,Apples - Bells Block - planted 02/09/20,3902,Chris Denniston,Primary,Orchard,Honey Crisp,31/10/2023,False,
1249,1249,Apples - Walsh Block,3902,Chris Denniston,Primary,Orchard,Royal Gala,31/10/2023,False,
1250,1250,Apples,3902,Chris Denniston,Primary,Orchard,Sunrise,31/10/2023,False,
1251,1251,Apples,3902,Chris Denniston,Primary,Orchard,Brookfield,31/10/2023,False,
1252,1252,Apples,3902,Chris Denniston,Primary,Orchard,Pacific Queen,31/10/2023,False,
1253,1253,Apples,3902,Chris Denniston,Primary,Orchard,Aztec Fuji,31/10/2023,False,
1254,1254,Apples,3902,Chris Denniston,Primary,Orchard,NZ Queen,31/10/2023,False,
1255,1255,Apples,3902,Chris Denniston,Primary,Orchard,Royal Gala,31/10/2023,False,
1256,1256,Cherries,3902,Chris Denniston,Primary,Orchard,Bing,31/10/2023,False,
1257,1257,Apples,3902,Chris Denniston,Primary,Orchard,Granny Smith,31/10/2023,False,
1258,1258,Apples,3902,Chris Denniston,Primary,Orchard,NZ Rose,31/10/2023,False,
1259,1259,Cherries (Block 2),3902,Chris Denniston,Primary,Orchard,Sweetheart,31/10/2023,False,
1260,1260,Cherries,3902,Chris Denniston,Primary,Orchard,Dawson,31/10/2023,False,
1261,1261,Apples,3902,Chris Denniston,Primary,Orchard,Pacific Queen,31/10/2023,False,
1262,1262,Apples,3902,Chris Denniston,Primary,Orchard,Royal Gala,31/10/2023,False,
1263,1263,Cherries (Block 3),3902,Chris Denniston,Primary,Orchard,Lapins,31/10/2023,False,
1264,1264,Apples,3902,Chris Denniston,Primary,Orchard,"Fuji (Candy, Kiku)",31/10/2023,False,
1265,1265,Apples,3902,Chris Denniston,Primary,Orchard,Braeburn,31/10/2023,False,
1266,1266,Cherries (Block 1),3902,Chris Denniston,Primary,Orchard,Dawson,31/10/2023,False,
1267,1267,Apples,3902,Chris Denniston,Primary,Orchard,Royal Gala,31/10/2023,False,
1268,1268,Cherries (Block 1),3902,Chris Denniston,Primary,Orchard,Lapins,31/10/2023,False,
1269,1269,Apples,3902,Chris Denniston,Primary,Orchard,Jazz,31/10/2023,False,
1270,1270,Apples,3902,Chris Denniston,Primary,Orchard,Jazz,31/10/2023,False,
1271,1271,Cherries,3902,Chris Denniston,Primary,Orchard,Stella,31/10/2023,False,
1272,1272,Cherries,3902,Chris Denniston,Primary,Orchard,Earlise,31/10/2023,False,
1273,1273,Cherries,3902,Chris Denniston,Primary,Orchard,Samba,31/10/2023,False,
1274,1274,Cherries,3902,Chris Denniston,Primary,Orchard,Lapin,31/10/2023,False,
1275,1275,Apples - Block 2,3902,Chris Denniston,Primary,Orchard,Jazz,31/10/2023,False,
1276,1276,Apples - Bells Block,3902,Chris Denniston,Primary,Orchard,Aztec Fuji,31/10/2023,False,
1277,1277,Apples - Bells Block,3902,Chris Denniston,Primary,Orchard,Pacific Queen,31/10/2023,False,
1278,1278,Apples - Bells Block,3902,Chris Denniston,Primary,Orchard,Honey Crisp,31/10/2023,False,
1279,1279,Apples - Bells Block,3902,Chris Denniston,Primary,Orchard,Koru,31/10/2023,False,
1280,1280,Apples - Bells Block,3902,Chris Denniston,Primary,Orchard,Jazz,31/10/2023,False,
1281,1281,Apples - Block 15,3902,Chris Denniston,Primary,Orchard,Royal Gala,31/10/2023,False,
1282,1282,Apples - Block 15,3902,Chris Denniston,Primary,Orchard,Honey Crisp,31/10/2023,False,
1283,1283,Apples - Block 15,3902,Chris Denniston,Primary,Orchard,Jazz,31/10/2023,False,
1284,1284,Apples - Bells Block - Block A9H,3902,Chris Denniston,Primary,Orchard,Jazz,31/10/2023,False,
1285,1285,"Apples - Block 14 A, B, C, D",3902,Chris Denniston,Primary,Orchard,Royal Gala,31/10/2023,False,
1286,1286,Apples - Bells Block - planted 20/09/21,3902,Chris Denniston,Primary,Orchard,Honey Crisp,31/10/2023,False,
1287,1287,Apples - Mining Block,3902,Chris Denniston,Primary,Orchard,Royal Gala,31/10/2023,False,
1288,1288,Apples - Walsh Block,3902,Chris Denniston,Primary,Orchard,Fuji,31/10/2023,False,
1289,1289,Apples - Walsh Block,3902,Chris Denniston,Primary,Orchard,Honey Crisp,31/10/2023,False,
1290,1290,Apples,3902,Chris Denniston,Primary,Orchard,Royal Gala,31/10/2023,False,
1291,1291,Apples,3902,Chris Denniston,Primary,Orchard,Fuji,31/10/2023,False,
1292,1292,Packing BioGro certified pipfruit for the Domestic market,3912,Dennys Limited,Non-Primary,Packing Service,,31/10/2023,False,
1293,1293,"Packing BioGro certified stonefruit, Cherries, Pears, Peaches and Plums for the export and domestic markets",3912,Dennys Limited,Non-Primary,Packing Service,,31/10/2023,False,
1294,1294,"Pears - Starks Crimson, Beurre Bosc (Block C)",3912,Dennys Limited,Primary,Orchard,Buerre Bosc,31/10/2023,False,
1295,1295,"Nectarines - Red Gold, Fantasia, Early Red Two, Armidark(Block C)",3912,Dennys Limited,Primary,Orchard,,31/10/2023,False,
1296,1296,"Peaches - Spring Crest, Spring White (Block T)",3912,Dennys Limited,Primary,Orchard,Spring Crest,31/10/2023,False,
1297,1297,Peaches - Dig This (Block T),3912,Dennys Limited,Primary,Orchard,Dig This,31/10/2023,False,
1298,1298,"Apples - Aztec Fuji 2017 (Blocks B,T)",3912,Dennys Limited,Primary,Orchard,Aztec Fuji,31/10/2023,False,
1299,1299,"Apples - Royal Gala, Galaxy, NZ Rose, Aztec Fuji (Blocks A,B,C)",3912,Dennys Limited,Primary,Orchard,,31/10/2023,False,
1300,1300,"Cherries - Staccato, Regina, NY38L, Bigalise, Kordia, Kootenay, Earlise, Lapin (Blocks A, B)",3912,Dennys Limited,Primary,Orchard,Staccato,31/10/2023,False,
1301,1301,"Cherries - NY38L, NY213 (Block T)",3912,Dennys Limited,Primary,Orchard,38L,31/10/2023,False,
1302,1302,"Nectarines - Bright Pearl, Spring Red (Block T)",3912,Dennys Limited,Primary,Orchard,,31/10/2023,False,
1303,1303,"Nectarines - August Red (Blocks A,C)",3912,Dennys Limited,Primary,Orchard,,31/10/2023,False,
1304,1304,Plums - Greengage (Block A),3912,Dennys Limited,Primary,Orchard,,31/10/2023,False,
1305,1305,Apples - Koru (Block T),3912,Dennys Limited,Primary,Orchard,Koru,31/10/2023,False,
1306,1306,Cherry - Lapin 2018 (Block C),3912,Dennys Limited,Primary,Orchard,Lapin,31/10/2023,False,
1307,1307,Nectarines - Orion (Block B),3912,Dennys Limited,Primary,Orchard,,31/10/2023,False,
1308,1308,"Harvesting, Packing, Transport and Coolstorage of BioGro certified Kiwifruit",3929,EastPack Limited,Non-Primary,Packing Service,,31/03/2024,False,
1309,1309,"Harvesting, Packing and Coolstorage of Avocados",3929,EastPack Limited,Non-Primary,Packing Service,,31/03/2024,False,
1310,1310,"Packing, Transport and Cool storage of BioGro Certified Kiwifruit.",3929,EastPack Limited,Non-Primary,Packing Service,,31/03/2024,False,
1311,1311,"Harvesting, Packing, Transport and Coolstorage of BioGro certified Kiwifruit under ""NutriKiwi"" brand",3929,EastPack Limited,Non-Primary,Packing Service,,31/03/2024,False,
1312,1312,"Harvesting, Packing, Transport and Coolstorage of BioGro certified Kiwifruit under ""NutriKiwi"" brand",3929,EastPack Limited,Non-Primary,Packing Service,,31/03/2024,False,
1313,1313,"Harvesting, Packing, Transport and Coolstorage of BioGro certified Kiwifruit",3929,EastPack Limited,Non-Primary,Packing Service,,31/03/2024,False,
1314,1314,"Harvesting, Packing, Transport & Cool storage of BioGro certified kiwifruit under “NutriKiwi” brand.",3929,EastPack Limited,Non-Primary,Packing Service,,31/03/2024,False,
1315,1315,Kiwifruit,3929,EastPack Limited,Primary,Orchard,Hayward,29/02/2024,False,
1316,1316,Kiwifruit,3929,EastPack Limited,Primary,Orchard,G3,29/02/2024,False,
1317,1317,Kiwifruit,3929,EastPack Limited,Primary,Orchard,G3,29/02/2024,False,
1318,1318,Kiwifruit,3929,EastPack Limited,Primary,Orchard,Hayward,29/02/2024,False,
1319,1319,Kiwifruit,3929,EastPack Limited,Primary,Orchard,Hayward,29/02/2024,False,
1320,1320,Kiwifruit,3929,EastPack Limited,Primary,Orchard,Hayward,29/02/2024,False,
1321,1321,Kiwifruit,3929,EastPack Limited,Primary,Orchard,G3,29/02/2024,False,
1322,1322,Kiwifruit,3929,EastPack Limited,Primary,Orchard,Hayward,29/02/2024,False,
1323,1323,Kiwifruit,3929,EastPack Limited,Primary,Orchard,G3,29/02/2024,False,
1324,1324,Kiwifruit,3929,EastPack Limited,Primary,Orchard,G3,29/02/2024,False,
1325,1325,Kiwifruit,3929,EastPack Limited,Primary,Orchard,G3,29/02/2024,False,
1326,1326,Organic Apple Juice 1L,3934,Bruce Campbell,Non-Primary,Processing,,29/02/2024,False,
1327,1327,Apples,3934,Bruce Campbell,Primary,Orchard,Royal Gala,29/02/2024,False,
1328,1328,Apples,3934,Bruce Campbell,Primary,Orchard,Golden Delicious,29/02/2024,False,
1329,1329,Apples,3934,Bruce Campbell,Primary,Orchard,Coxs Orange,29/02/2024,False,
1330,1330,Apples,3934,Bruce Campbell,Primary,Orchard,Braeburn,29/02/2024,False,
1331,1331,Apples,3934,Bruce Campbell,Primary,Orchard,Fuji,29/02/2024,False,
1332,1332,Apples,3934,Bruce Campbell,Primary,Orchard,Pacific Rose,29/02/2024,False,
1333,1333,Apples,3934,Bruce Campbell,Primary,Orchard,Granny Smith,29/02/2024,False,
1334,1334,Apples,3934,Bruce Campbell,Primary,Orchard,Monty's Surprise,29/02/2024,False,
1335,1335,Pasture,3990,Brian Gavin and Sheryn Fisher,Primary,Pasture,,31/07/2023,False,
1336,1336,Dairy Cows,3990,Brian Gavin and Sheryn Fisher,Primary,Livestock,,31/07/2023,False,
1337,1337,Beef Cattle,3990,Brian Gavin and Sheryn Fisher,Primary,Livestock,,31/07/2023,False,
1338,1338,Oranges,3990,Brian Gavin and Sheryn Fisher,Primary,Orchard,Orange,31/07/2023,False,
1339,1339,Avocados,3990,Brian Gavin and Sheryn Fisher,Primary,Orchard,,31/07/2023,False,
1340,1340,Kiwifruit,3990,Brian Gavin and Sheryn Fisher,Primary,Orchard,,31/07/2023,False,
1341,1341,Cull Cows for meat,3990,Brian Gavin and Sheryn Fisher,Primary,Livestock,,31/07/2023,False,
1342,1342,Mandarins,3990,Brian Gavin and Sheryn Fisher,Primary,Orchard,Mandarin,31/07/2023,False,
1343,1343,Sugar Cane,3990,Brian Gavin and Sheryn Fisher,Primary,Cropping,,31/07/2023,False,
1344,1344,Poultry Eggs,3990,Brian Gavin and Sheryn Fisher,Primary,Livestock,,31/07/2023,False,
1345,1345,Milk,3990,Brian Gavin and Sheryn Fisher,Primary,Livestock,,31/07/2023,False,
1346,1346,Feijoas,3990,Brian Gavin and Sheryn Fisher,Primary,Orchard,,31/07/2023,False,
1347,1347,Olives,3990,Brian Gavin and Sheryn Fisher,Primary,Orchard,,31/07/2023,False,
1348,1348,Apples,3990,Brian Gavin and Sheryn Fisher,Primary,Orchard,,31/07/2023,False,
1349,1349,Pears,3990,Brian Gavin and Sheryn Fisher,Primary,Orchard,,31/07/2023,False,
1350,1350,Plums,3990,Brian Gavin and Sheryn Fisher,Primary,Orchard,,31/07/2023,False,
1351,1351,Peaches,3990,Brian Gavin and Sheryn Fisher,Primary,Orchard,,31/07/2023,False,
1352,1352,Persimmons,3990,Brian Gavin and Sheryn Fisher,Primary,Orchard,,31/07/2023,False,
1353,1353,Tangelos,3990,Brian Gavin and Sheryn Fisher,Primary,Orchard,Tangelo,31/07/2023,False,
1354,1354,Tea Plants,3990,Brian Gavin and Sheryn Fisher,Primary,Cropping,,31/07/2023,False,
1355,1355,Deer,3990,Brian Gavin and Sheryn Fisher,Primary,Livestock,,31/07/2023,False,
1356,1356,Sheep,4002,Tara Farm Trust,Primary,Livestock,,30/06/2023,False,
1357,1357,Beef Cattle,4002,Tara Farm Trust,Primary,Livestock,,30/06/2023,False,
1358,1358,"Pasture - The Run, Downs, Waimumu, New End",4002,Tara Farm Trust,Primary,Pasture,,30/06/2023,False,
1359,1359,Greasy wool,4002,Tara Farm Trust,Primary,Livestock,,30/06/2023,False,
1360,1360,Lambs,4002,Tara Farm Trust,Primary,Livestock,,30/06/2023,False,
1361,1361,"Export of Organic apples in Z-packs under the brand ""Bostock New Zealand""",4041,Mr Apple New Zealand Ltd,Non-Primary,Exporter,,29/02/2024,False,
